State,Year,Median AQI
IN,2001,53
IA,2001,33
MI,2001,44
OK,2001,24
SC,2001,46
NC,2001,46
CA,2001,31
FL,2001,32
TN,2001,64
MS,2001,46
LA,2001,46
IN,2001,53
PA,2001,43
CT,2001,60
LA,2001,56
OH,2001,19
NY,2001,73
NJ,2001,73
PA,2001,73
MI,2001,47
AZ,2001,42
NE,2001,25
FL,2001,43
CT,2001,46
FL,2001,39
TX,2001,28
UT,2001,51
NY,2001,25
OK,2001,54
WA,2001,34
NE,2001,50
IA,2001,50
FL,2001,51
WI,2001,43
WA,2001,25
IL,2001,24
KY,2001,51
NC,2001,54
CA,2001,61
KY,2001,46
IL,2001,46
FL,2001,10
FL,2001,38
FL,2001,40
WV,2001,55
AZ,2001,72
FL,2001,54
IL,2001,55
PA,2001,80
NJ,2001,80
DE,2001,80
MD,2001,80
AZ,2001,80
MS,2001,44
AR,2001,54
PA,2001,100
MA,2001,48
WI,2001,40
ID,2001,65
WV,2001,19
OH,2001,19
OK,2001,46
PR,2001,34
WA,2001,26
OH,2001,24
FL,2001,35
ME,2001,36
OR,2001,42
WA,2001,42
OH,2001,37
PA,2001,19
AZ,2001,50
RI,2001,55
MA,2001,55
UT,2001,52
CO,2001,33
WA,2001,22
IL,2001,39
MO,2001,39
WI,2001,20
NC,2001,57
SD,2001,35
PA,2001,48
CA,2001,44
CA,2001,44
NV,2001,47
IN,2001,33
VA,2001,62
KY,2001,50
CA,2001,115
WY,2001,31
NC,2001,47
VA,2001,45
MN,2001,41
NY,2001,45
WY,2001,26
IL,2001,36
ME,2001,38
NC,2001,50
GA,2001,17
NM,2001,26
AR,2001,50
VT,2001,28
CA,2001,77
AZ,2001,19
MI,2001,38
OH,2001,34
OR,2001,29
CA,2001,34
MD,2001,51
DE,2001,51
UT,2001,58
TX,2001,46
CA,2001,77
CA,2001,46
CA,2001,51
PR,2001,50
CA,2001,54
ID,2001,22
CA,2001,35
NM,2001,11
CA,2001,48
CA,2001,36
MI,2001,29
GA,2001,41
NE,2001,23
AL,2001,13
PA,2001,54
AR,2001,50
WA,2001,53
FL,2001,32
SC,2001,44
TN,2001,61
IN,2001,49
WI,2001,44
WA,2001,23
WY,2001,31
AZ,2001,13
LA,2001,48
AZ,2001,44
NM,2001,23
IA,2001,18
NE,2001,18
SD,2001,18
SD,2001,39
KY,2001,44
CA,2001,45
IN,2001,43
MI,2001,43
SC,2001,55
WA,2001,48
IL,2001,40
MA,2001,54
MO,2001,51
OH,2001,44
MN,2001,14
UT,2001,13
MO,2001,15
KS,2001,15
MO,2001,94
IL,2001,94
PA,2001,51
CO,2001,19
OK,2001,36
CA,2001,44
GA,2001,12
CA,2001,29
NY,2001,42
OK,2001,40
AL,2001,54
FL,2001,41
FL,2001,78
NM,2001,10
IN,2001,54
TX,2001,56
AR,2001,56
OR,2001,24
OH,2001,18
OH,2001,62
KS,2001,45
CT,2001,25
MI,2001,43
NJ,2001,42
AL,2001,19
CA,2001,54
AZ,2001,47
OK,2001,65
MS,2001,48
AL,2001,41
ID,2001,26
TX,2001,41
CA,2001,31
TN,2001,51
KY,2001,51
HI,2001,25
NY,2001,41
GA,2001,48
CA,2001,37
UT,2001,6
MS,2001,44
TX,2001,30
IN,2001,50
NJ,2001,37
VA,2001,59
NC,2001,59
CA,2001,95
TX,2001,35
WA,2001,25
SC,2001,44
GA,2001,52
PA,2001,61
IN,2001,24
NC,2001,6
DC,2001,68
VA,2001,68
MD,2001,68
WV,2001,68
IA,2001,42
WI,2001,46
NY,2001,45
WI,2001,39
OK,2001,32
WV,2001,104
OH,2001,104
WA,2001,19
MO,2001,53
WV,2001,82
OH,2001,82
WI,2001,46
KS,2001,47
PA,2001,33
ND,2001,11
MN,2001,31
NC,2001,49
OH,2001,49
VA,2001,45
WV,2001,45
NC,2001,61
WI,2001,20
MA,2001,49
CT,2001,49
WA,2001,17
PA,2001,47
OH,2001,60
PA,2001,60
CA,2001,44
AZ,2001,40
